name,edition,condition,language,price_eur,quantity,seller,total_value,id_carta
"Nahiri, la Despiadada",Pirexia: Todos serán uno,NM,Inglés,1.45,1,TEMPEST-STORE,1.45,2940
Asolador veleidoso,Pirexia: Todos serán uno,NM,Inglés,4.49,1,TEMPEST-STORE,4.49,107
Asolador veleidoso,Pirexia: Todos serán uno,NM,Inglés,1.99,4,TEMPEST-STORE,7.96,107
"Nahiri, la Despiadada",Pirexia: Todos serán uno,NM,Inglés,0.99,2,TEMPEST-STORE,1.98,2940
"Lukka, abocado a la ruina",Pirexia: Todos serán uno,NM,Inglés,1.99,4,TEMPEST-STORE,7.96,2921
Costa de Cromo Marítimo,Pirexia: Todos serán uno,NM,Inglés,4.49,1,TEMPEST-STORE,4.49,2910
Maleza Bordenavaja,Pirexia: Todos serán uno,NM,Inglés,3.99,1,TEMPEST-STORE,3.99,1985
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Inglés,0.99,3,TEMPEST-STORE,2.97,625
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Español,0.71,2,TEMPEST-STORE,1.42,625
Los Jardines de Micosintético,Pirexia: Todos serán uno,NM,Inglés,3.49,3,TEMPEST-STORE,10.47,1247
Bailarina de hechizos voluble,Pirexia: Todos serán uno,NM,Japonés,0.89,5,TEMPEST-STORE,4.45,1506
"Drivnod, dominus de la masacre",Pirexia: Todos serán uno,NM,Japonés,2.9,8,TEMPEST-STORE,23.2,371
La Errante Eterna,Pirexia: Todos serán uno,NM,Japonés,1.75,7,TEMPEST-STORE,12.25,2850
Bailarina de hechizos voluble,Pirexia: Todos serán uno,NM,Inglés,0.95,8,TEMPEST-STORE,7.6,1506
Bailarina de hechizos voluble,Pirexia: Todos serán uno,NM,Japonés,1.35,8,TEMPEST-STORE,10.8,1506
"Drivnod, dominus de la masacre",Pirexia: Todos serán uno,NM,Japonés,3.99,8,TEMPEST-STORE,31.92,371
Bosque (V.1),Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,151
Pantano (V.1),Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,803
Montaña (V.1),Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,736
Isla (V.1),Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,603
Llanura (V.1),Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,676
Llanura (V.1),Pirexia: Todos serán uno,NM,Inglés,0.25,8,TEMPEST-STORE,2.0,676
Isla (V.1),Pirexia: Todos serán uno,NM,Inglés,0.25,8,TEMPEST-STORE,2.0,603
Espada de forja y frontera,Pirexia: Todos serán uno,NM,Japonés,5.45,6,TEMPEST-STORE,32.7,1373
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2774
"Jor Kadeen, primer Guardaoro",Pirexia: Todos serán uno,NM,Inglés,0.2,7,TEMPEST-STORE,1.4,1701
"Melira, la Cura Viviente",Pirexia: Todos serán uno,NM,Español,0.22,5,TEMPEST-STORE,1.1,2276
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,1341
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,2641
Avivallamas vengativa,Pirexia: Todos serán uno,NM,Inglés,0.28,8,TEMPEST-STORE,2.24,3106
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,1088
"Graaz, destructor imparable",Pirexia: Todos serán uno,NM,Inglés,0.2,6,TEMPEST-STORE,1.2,1290
Refugio mirrodiano,Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,898
La Fachada Monumental,Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,2631
Monumento a la perfección,Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,2241
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,2489
Espinodermo evolucionado,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,2489
Espinodermo evolucionado,Pirexia: Todos serán uno,GD,Inglés,0.14,1,TEMPEST-STORE,0.14,2489
"Kethek, goliat del crisol",Pirexia: Todos serán uno,NM,Inglés,0.2,4,TEMPEST-STORE,0.8,2013
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Inglés,0.2,4,TEMPEST-STORE,0.8,1549
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,1717
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1010
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,6,TEMPEST-STORE,1.2,1010
"Ria Ivor, ruina de Fortaleza del Filo",Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2825
Refugio mirrodiano,Pirexia: Todos serán uno,NM,Alemán,0.2,1,TEMPEST-STORE,0.2,898
La Fachada Monumental,Pirexia: Todos serán uno,NM,Alemán,0.2,1,TEMPEST-STORE,0.2,2631
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Alemán,0.2,1,TEMPEST-STORE,0.2,2489
Resistencia reunida,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,915
Ocaso del sol verde,Pirexia: Todos serán uno,NM,Inglés,0.45,4,TEMPEST-STORE,1.8,784
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Alemán,0.2,1,TEMPEST-STORE,0.2,1549
Velo de asimilación,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1081
Fanática de porcelana,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,454
Embajador con filos,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,1435
Ocaso del sol rojo,Pirexia: Todos serán uno,NM,Alemán,0.21,1,TEMPEST-STORE,0.21,1572
Ocaso del sol rojo,Pirexia: Todos serán uno,NM,Inglés,0.23,4,TEMPEST-STORE,0.92,1572
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Español,0.2,3,TEMPEST-STORE,0.6,2774
"Jor Kadeen, primer Guardaoro",Pirexia: Todos serán uno,NM,Español,0.2,4,TEMPEST-STORE,0.8,1701
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,1341
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Español,0.2,4,TEMPEST-STORE,0.8,2641
Avivallamas vengativa,Pirexia: Todos serán uno,NM,Español,0.27,5,TEMPEST-STORE,1.35,3106
"Graaz, destructor imparable",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,1290
Refugio mirrodiano,Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,898
Monumento a la perfección,Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,2241
Monumento a la perfección,Pirexia: Todos serán uno,EX,Español,0.2,1,TEMPEST-STORE,0.2,2241
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Español,0.2,5,TEMPEST-STORE,1.0,1549
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,1717
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Español,0.2,3,TEMPEST-STORE,0.6,1010
Paladín de la depredación,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1402
Desvanecerse en la eternidad,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,339
Corte de hexoro,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,276
Putredotisa necrógena,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,863
Bailarín de tendones,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,2169
Asalto nocivo,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,99
Rematador de Óxida,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,906
Vigilacielos de la resistencia,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1988
Planeador dentado,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,2561
Despertar al durmiente,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,2678
Evangelista de la vivisección,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,437
Ulcerazoa vigilante,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,1874
Bombacráneo del Laberinto,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,147
Bombacráneo del Dros,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,145
Construcción ambulante,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,1512
Pescador de mercurio,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,2831
Devoción perfecta,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1942
Proliferación viral,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,1497
Alimaña chillona,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,2497
Quimera nucleosuero,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,867
Glóbulo de incubación,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,506
Esquirge buscahuesos,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,2680
Gólem icorazado,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,521
Bombacráneo quirúrgica,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,148
Contra todo pronóstico,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,262
Violentador venenoso,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,1097
Desplazadunas,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2422
Necrotitán voraz,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,760
Draco arrastrero,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,363
Gladiadora esquelética,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,1856
Miriápodo de Atraxa,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1526
Líder de colmena aguijoneador,Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,689
Sacrificio de Nahiri,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,958
Cirujano atmosférico,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,1326
Esquife esquelético,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,428
Duelista de fe profunda,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,2457
Yelmo de Guardaoro,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,1396
Asistente del adoctrinamiento,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,1346
Iluminado leonino,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1976
Ajusticiador con quijadas,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,30
Bardiche mirrodiano,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,2873
Agente de la Ortodoxia,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,2179
Ascenso del aspirante,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,102
Rondador de cromo,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,1589
Experimento a la fuga,Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,1299
Ojo de Malcator,Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,787
Fuente del progreso,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,479
Rapaz gitáxica,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,2365
Sintetizador de icor,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,1822
Vigilante de Malcator,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1093
Conservador de la red mental,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,1453
Zancudo de la red mental,Pirexia: Todos serán uno,EX,Inglés,0.2,5,TEMPEST-STORE,1.0,2777
Acondicionadora de Unctus,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,17
Conclusiones del viviseccionador,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,252
Vilnarca cruel,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,2474
Centurión despiadada,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,3109
Trampa de chatarra engullidora,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1552
Necromosquito,Pirexia: Todos serán uno,EX,Inglés,0.2,4,TEMPEST-STORE,0.8,758
Ofrecer la inmortalidad,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2275
Decapitador de Sheoldred,Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,1130
Portadora de testamentos,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,2206
Grabadora de axiomas,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1322
Turba de la chimenea,Pirexia: Todos serán uno,EX,Inglés,0.2,3,TEMPEST-STORE,0.6,2121
Centurión martilloforja,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,2981
Liberar de la carne,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,667
Zancudo del Horno,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,1857
Carcajeante de Kuldotha,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1611
Represalia ígnea,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,1507
Lanzador de metralla,Pirexia: Todos serán uno,EX,Inglés,0.2,8,TEMPEST-STORE,1.6,1918
Pataslargas de cobre,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,2913
Mantis filomaraña,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2309
Manto del Laberinto,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,704
Protector de la depredación,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2197
Depredación despiadada,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2763
Silla de batalla sylvok,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,2637
Centinela cefalópodo,Pirexia: Todos serán uno,EX,Inglés,0.2,2,TEMPEST-STORE,0.4,227
Devastador corteceniza,Pirexia: Todos serán uno,EX,Inglés,0.2,7,TEMPEST-STORE,1.4,342
Convicción del fanático,Pirexia: Todos serán uno,EX,Inglés,0.2,6,TEMPEST-STORE,1.2,1993
Propagar la infección,Pirexia: Todos serán uno,EX,Español,0.2,1,TEMPEST-STORE,0.2,854
Montaña (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,736
Bosque (V.1),Pirexia: Todos serán uno,NM,Inglés,0.2,8,TEMPEST-STORE,1.6,151
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Inglés,0.23,1,TEMPEST-STORE,0.23,2774
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Inglés,0.28,3,TEMPEST-STORE,0.84,1088
Refugio mirrodiano,Pirexia: Todos serán uno,EX,Inglés,0.35,1,TEMPEST-STORE,0.35,898
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Inglés,0.98,1,TEMPEST-STORE,0.98,1060
Espinodermo evolucionado,Pirexia: Todos serán uno,EX,Inglés,0.23,1,TEMPEST-STORE,0.23,2489
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,2,TEMPEST-STORE,0.4,1010
Ocaso del sol rojo,Pirexia: Todos serán uno,NM,Inglés,0.36,1,TEMPEST-STORE,0.36,1572
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Español,0.27,3,TEMPEST-STORE,0.81,1088
Ocaso del sol rojo,Pirexia: Todos serán uno,NM,Español,0.34,1,TEMPEST-STORE,0.34,1572
Anatomista gitáxico,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,2388
Zancudo de la red mental,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,2777
Centurión martilloforja,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,2981
Represalia ígnea,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1507
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,1088
Tropiezo sin importancia,Pirexia: Todos serán uno,NM,Inglés,0.39,4,TEMPEST-STORE,1.56,1060
Guantelete de lunaicórida,Pirexia: Todos serán uno,NM,Japonés,4.99,5,TEMPEST-STORE,24.95,1377
Contaminador tumefacto,Pirexia: Todos serán uno,NM,Japonés,3.49,8,TEMPEST-STORE,27.92,1294
El Sylex de Filigrana,Pirexia: Todos serán uno,NM,Japonés,0.22,1,TEMPEST-STORE,0.22,387
"Tekuthal, dominus de la investigación",Pirexia: Todos serán uno,NM,Japonés,3.49,4,TEMPEST-STORE,13.96,2879
"Nahiri, la Despiadada",Pirexia: Todos serán uno,NM,Inglés,0.48,2,TEMPEST-STORE,0.96,2940
Colmena de Skrelv,Pirexia: Todos serán uno,NM,Inglés,2.49,7,TEMPEST-STORE,17.43,1941
Bombacráneo del Dros,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,145
"Skrelv, ácaro desertor",Pirexia: Todos serán uno,NM,Japonés,2.94,8,TEMPEST-STORE,23.52,1157
"Skrelv, ácaro desertor",Pirexia: Todos serán uno,NM,Japonés,3.56,3,TEMPEST-STORE,10.68,1157
"Vraska, Aguijón de la Traición",Pirexia: Todos serán uno,NM,Japonés,9.95,8,TEMPEST-STORE,79.6,1304
"Vraska, Aguijón de la Traición",Pirexia: Todos serán uno,NM,Japonés,10.95,8,TEMPEST-STORE,87.6,1304
Canalizador de mundos,Pirexia: Todos serán uno,NM,Japonés,4.95,4,TEMPEST-STORE,19.8,1917
"Lukka, abocado a la ruina",Pirexia: Todos serán uno,EX,Japonés,0.45,2,TEMPEST-STORE,0.9,2921
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Japonés,0.24,4,TEMPEST-STORE,0.96,625
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,625
Fuente de Norn,Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,1298
Fuente de Norn,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1298
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Inglés,0.2,4,TEMPEST-STORE,0.8,1341
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Español,0.2,4,TEMPEST-STORE,0.8,1341
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,2641
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Inglés,0.2,2,TEMPEST-STORE,0.4,2641
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Inglés,0.2,6,TEMPEST-STORE,1.2,2774
"Slobad, trasgo de hierro",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,2774
Avivallamas vengativa,Pirexia: Todos serán uno,EX,Japonés,0.2,4,TEMPEST-STORE,0.8,3106
Avivallamas vengativa,Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,3106
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,1717
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Español,0.2,3,TEMPEST-STORE,0.6,1717
"Jor Kadeen, primer Guardaoro",Pirexia: Todos serán uno,NM,Inglés,0.2,5,TEMPEST-STORE,1.0,1701
"Jor Kadeen, primer Guardaoro",Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,1701
"Melira, la Cura Viviente",Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2276
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Inglés,0.2,5,TEMPEST-STORE,1.0,1088
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Español,0.2,4,TEMPEST-STORE,0.8,2489
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2489
"Kethek, goliat del crisol",Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2013
"Kethek, goliat del crisol",Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,2013
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1549
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,1549
"Ria Ivor, ruina de Fortaleza del Filo",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,2825
"Ria Ivor, ruina de Fortaleza del Filo",Pirexia: Todos serán uno,NM,Inglés,0.2,2,TEMPEST-STORE,0.4,2825
"Migloz, triturador del Laberinto",Pirexia: Todos serán uno,NM,Japonés,0.2,1,TEMPEST-STORE,0.2,725
"Graaz, destructor imparable",Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1290
"Graaz, destructor imparable",Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,1290
Refugio mirrodiano,Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,898
Monumento a la perfección,Pirexia: Todos serán uno,NM,Inglés,0.2,2,TEMPEST-STORE,0.4,2241
Monumento a la perfección,Pirexia: Todos serán uno,EX,Español,0.2,1,TEMPEST-STORE,0.2,2241
Monumento a la perfección,Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,2241
Masticore de argentum,Pirexia: Todos serán uno,NM,Español,0.2,8,TEMPEST-STORE,1.6,1319
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,EX,Inglés,0.2,1,TEMPEST-STORE,0.2,1010
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,2,TEMPEST-STORE,0.4,1010
La Fachada Monumental,Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,2631
La Fachada Monumental,Pirexia: Todos serán uno,NM,Inglés,0.2,5,TEMPEST-STORE,1.0,2631
Mirrex,Pirexia: Todos serán uno,NM,Francés,2.39,1,TEMPEST-STORE,2.39,1493
Montaña (V.1),Pirexia: Todos serán uno,NM,Español,0.2,1,TEMPEST-STORE,0.2,736
Espada de almas compartidas,Pirexia: Todos serán uno,NM,Inglés,0.23,1,TEMPEST-STORE,0.23,1341
"Kemba, kha resistente",Pirexia: Todos serán uno,NM,Inglés,0.38,2,TEMPEST-STORE,0.76,625
"Geth, barón de los contratos",Pirexia: Todos serán uno,NM,Español,0.2,2,TEMPEST-STORE,0.4,2641
Espinodermo evolucionado,Pirexia: Todos serán uno,NM,Inglés,0.2,3,TEMPEST-STORE,0.6,2489
Planeador de ala de dragón,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1717
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Inglés,0.24,1,TEMPEST-STORE,0.24,1088
"Venser, marioneta cadáver",Pirexia: Todos serán uno,NM,Español,0.24,1,TEMPEST-STORE,0.24,1088
"Kethek, goliat del crisol",Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,2013
"Malcator, supervisor de la pureza",Pirexia: Todos serán uno,NM,Inglés,0.24,1,TEMPEST-STORE,0.24,1549
Masticore de argentum,Pirexia: Todos serán uno,EX,Inglés,0.29,1,TEMPEST-STORE,0.29,1319
Tablilla de perfeccionamiento,Pirexia: Todos serán uno,NM,Inglés,0.2,1,TEMPEST-STORE,0.2,1010
"Migloz, triturador del Laberinto",Pirexia: Todos serán uno,NM,Inglés,0.4,1,TEMPEST-STORE,0.4,725
Masticore de argentum,Pirexia: Todos serán uno,NM,Inglés,0.25,1,TEMPEST-STORE,0.25,1319
Ocaso del sol verde,Pirexia: Todos serán uno,NM,Inglés,0.75,1,TEMPEST-STORE,0.75,784
Ocaso del sol verde,Pirexia: Todos serán uno,NM,Español,0.45,5,TEMPEST-STORE,2.25,784
"Vraska, Aguijón de la Traición",Pirexia: Todos serán uno,NM,Japonés,8.99,8,TEMPEST-STORE,71.92,1304
"Vraska, Aguijón de la Traición",Pirexia: Todos serán uno,NM,Japonés,10.95,2,TEMPEST-STORE,21.9,1304
"Solphim, domina del caos",Pirexia: Todos serán uno,NM,Japonés,13.95,8,TEMPEST-STORE,111.6,1563
Canalizador de mundos,Pirexia: Todos serán uno,NM,Japonés,3.95,8,TEMPEST-STORE,31.6,1917
Putredotisa venerada,Pirexia: Todos serán uno,NM,Japonés,3.95,4,TEMPEST-STORE,15.8,1796
"Solphim, domina del caos",Pirexia: Todos serán uno,NM,Japonés,17.99,3,TEMPEST-STORE,53.97,1563
Arena pirexiana,Pirexia: Todos serán uno,NM,Japonés,2.49,2,TEMPEST-STORE,4.98,2293
Forja de Úrabrask,Pirexia: Todos serán uno,NM,Inglés,4.2,1,TEMPEST-STORE,4.2,471
"Elesh Norn, Madre de las Máquinas",Pirexia: Todos serán uno,NM,Japonés,24.99,3,TEMPEST-STORE,74.97,1128
Forja de Úrabrask,Pirexia: Todos serán uno,EX,Inglés,4.2,1,TEMPEST-STORE,4.2,471
"Vraska, Aguijón de la Traición",Pirexia: Todos serán uno,NM,Inglés,9.95,3,TEMPEST-STORE,29.85,1304
Mirrex,Pirexia: Todos serán uno,NM,Inglés,2.39,1,TEMPEST-STORE,2.39,1493
